Date,Open,High,Low,Close,Adj Close,Volume
7/11/00,1.017857,1.058036,0.989955,1.016741,0.877093,357896000
7/12/00,1.037946,1.052455,1.006696,1.051339,0.906939,225433600
7/13/00,1.044643,1.082589,0.977679,1.008929,0.870353,445659200
7/14/00,1.020089,1.053571,1.015625,1.030134,0.888646,190276800
7/17/00,1.040179,1.050223,1.020089,1.041295,0.898274,260002400
7/18/00,1.044643,1.051339,1.015625,1.022321,0.881906,318404800
7/19/00,0.985491,1.014509,0.924107,0.940848,0.811624,457872800
7/20/00,0.982143,1.018973,0.966518,0.984375,0.849172,465572800
7/21/00,0.970703,0.993304,0.945313,0.956473,0.825102,196235200
7/24/00,0.938616,0.944196,0.848214,0.86942,0.750005,412171200
7/25/00,0.898438,0.904018,0.876116,0.893973,0.771187,211607200
7/26/00,0.890067,0.915179,0.879464,0.893973,0.771187,210470400
7/27/00,0.892857,0.950893,0.890625,0.928571,0.801033,294985600
7/28/00,0.933594,0.9375,0.837054,0.862723,0.744229,237893600
7/31/00,0.87779,0.921875,0.870536,0.907366,0.78274,155299200
8/1/00,0.898438,0.913504,0.879464,0.88058,0.759633,137284000
8/2/00,0.875,0.891741,0.842634,0.84375,0.727862,162355200
8/3/00,0.813616,0.858259,0.790179,0.857143,0.739415,339897600
8/4/00,0.883371,0.915179,0.827009,0.845982,0.729787,263121600
8/7/00,0.854911,0.876116,0.842634,0.856027,0.738452,187348000
8/8/00,0.856027,0.857143,0.827009,0.834821,0.720159,176674400
8/9/00,0.859375,0.864955,0.84375,0.848214,0.731713,379640800
8/10/00,0.857143,0.864955,0.845982,0.84933,0.732676,251714400
8/11/00,0.836496,0.857143,0.813616,0.851563,0.734601,238056000
8/14/00,0.849888,0.851563,0.827009,0.840402,0.724973,156660000
8/15/00,0.84375,0.856027,0.830357,0.833705,0.719197,114200800
8/16/00,0.837054,0.875,0.835938,0.866071,0.747117,143673600
8/17/00,0.863839,0.936384,0.862723,0.918527,0.792368,270900000
8/18/00,0.917411,0.925223,0.890625,0.892857,0.770224,190176000
8/21/00,0.897321,0.920759,0.886161,0.901786,0.777926,134467200
8/22/00,0.904018,0.94308,0.899554,0.922991,0.796219,276802400
8/23/00,0.919085,0.977679,0.91183,0.969866,0.836656,236863200
8/24/00,0.976283,1.011161,0.953125,1.001953,0.864336,310766400
8/25/00,1.008929,1.026786,1.006696,1.014509,0.875167,334460000
8/28/00,1.022321,1.053571,1.018973,1.03683,0.894423,359004800
8/29/00,1.033482,1.061384,1.030134,1.05692,0.911752,267030400
8/30/00,1.053571,1.071429,1.04827,1.0625,0.916566,285392800
8/31/00,1.053013,1.098214,1.052455,1.08817,0.938711,419596800
9/1/00,1.094866,1.136161,1.091518,1.132813,0.977222,256872000
9/5/00,1.118862,1.145089,1.111607,1.114955,0.961817,298642400
9/6/00,1.095982,1.113839,1.03125,1.043527,0.900199,355404000
9/7/00,1.055804,1.117188,1.040179,1.107143,0.955077,217464800
9/8/00,1.100446,1.100446,1.044643,1.051339,0.906939,195518400
9/11/00,1.047991,1.078125,1.037946,1.043527,0.900199,187381600
9/12/00,1.023996,1.072545,1.017857,1.03125,0.889609,187997600
9/13/00,1.013393,1.0625,1.013393,1.035714,0.89346,305984000
9/14/00,1.045759,1.064732,1.014509,1.015346,0.875889,426552000
9/15/00,1.03125,1.039063,0.96875,0.986328,0.850857,394514400
9/18/00,0.986607,1.084821,0.983259,1.083147,0.934378,424536000
9/19/00,1.066964,1.080357,1.045759,1.070313,0.923306,271510400
9/20/00,1.060826,1.097098,1.045759,1.090123,0.940396,227388000
9/21/00,1.044643,1.064732,0.986607,1.012277,0.873242,510490400
9/22/00,0.898438,0.936384,0.892857,0.93192,0.803921,726700800
9/25/00,0.941964,0.991071,0.929688,0.955357,0.82414,435551200
9/26/00,0.952009,0.977679,0.917411,0.918527,0.792368,290936800
9/27/00,0.924107,0.941964,0.861607,0.873884,0.753857,402259200
9/28/00,0.88058,0.960938,0.859375,0.955357,0.82414,979585600
9/29/00,0.503348,0.517857,0.453125,0.459821,0.396665,7421640800
10/2/00,0.476563,0.477679,0.419643,0.433036,0.373559,2424788800
10/3/00,0.445313,0.446429,0.396205,0.398438,0.343713,2038120000
10/4/00,0.399554,0.424107,0.390625,0.421875,0.363931,1466024000
10/5/00,0.419643,0.4375,0.392857,0.393973,0.339861,873006400
10/6/00,0.405134,0.409598,0.375,0.396205,0.341787,612656800
10/9/00,0.404018,0.408482,0.377232,0.388393,0.335047,597564800
10/10/00,0.386161,0.40067,0.366071,0.372768,0.321569,691101600
10/11/00,0.359375,0.375,0.341518,0.350446,0.302313,1198422400
10/12/00,0.362723,0.371652,0.348214,0.357143,0.30809,1191064000
10/13/00,0.361607,0.395089,0.357143,0.393973,0.339861,1247752800
10/16/00,0.398438,0.415179,0.381696,0.383929,0.331196,820176000
10/17/00,0.387277,0.391741,0.351563,0.359375,0.310015,601720000
10/18/00,0.347098,0.376116,0.334821,0.359375,0.310015,834265600
10/19/00,0.342076,0.353795,0.327009,0.33817,0.291722,1506724800
10/20/00,0.340402,0.363839,0.33817,0.348214,0.300387,791263200
10/23/00,0.361886,0.367188,0.347098,0.363839,0.313866,551292000
10/24/00,0.36942,0.372768,0.335938,0.337054,0.29076,804451200
10/25/00,0.340402,0.342634,0.329241,0.330357,0.284983,663969600
10/26/00,0.335938,0.337054,0.3125,0.330357,0.284983,721851200
10/27/00,0.337054,0.342634,0.319196,0.331473,0.285946,744503200
10/30/00,0.341518,0.356027,0.334821,0.344866,0.297499,639189600
10/31/00,0.352679,0.361607,0.34375,0.34933,0.30135,885880800
11/1/00,0.347098,0.372768,0.347098,0.366071,0.315792,575366400
11/2/00,0.377232,0.40067,0.376116,0.398438,0.343713,590693600
11/3/00,0.410714,0.410714,0.391741,0.397321,0.34275,515821600
11/6/00,0.40067,0.404018,0.372768,0.382813,0.330233,393478400
11/7/00,0.383929,0.389509,0.371652,0.38058,0.328308,301963200
11/8/00,0.381696,0.382813,0.353795,0.358259,0.309052,422088800
11/9/00,0.354911,0.366071,0.340402,0.360491,0.310978,476834400
11/10/00,0.345703,0.354911,0.340402,0.340402,0.293648,422251200
11/13/00,0.334821,0.357143,0.325893,0.345982,0.298462,431816000
11/14/00,0.356027,0.366071,0.34933,0.361607,0.311941,409001600
11/15/00,0.357701,0.360491,0.34375,0.354911,0.306164,282357600
11/16/00,0.348214,0.353795,0.337054,0.339286,0.292685,239372000
11/17/00,0.342634,0.34375,0.325893,0.330357,0.284983,446180000
11/20/00,0.332031,0.348214,0.325893,0.33817,0.291722,408066400
11/21/00,0.342634,0.348214,0.334821,0.335938,0.289797,301952000
11/22/00,0.335938,0.341518,0.328125,0.330357,0.284983,280532000
11/24/00,0.336775,0.348214,0.335938,0.344866,0.297499,160932800
11/27/00,0.354911,0.356027,0.330357,0.333705,0.287871,258792800
11/28/00,0.333705,0.339286,0.320313,0.321987,0.277762,269124800
11/29/00,0.323103,0.327009,0.308036,0.313616,0.270541,492150400
11/30/00,0.297991,0.303571,0.287946,0.294643,0.254174,809597600
12/1/00,0.303571,0.3125,0.300223,0.304688,0.262839,385705600
12/4/00,0.30692,0.30692,0.293527,0.297991,0.257062,371520800
12/5/00,0.302455,0.311384,0.292411,0.303571,0.261876,613978400
12/6/00,0.261161,0.267857,0.25,0.25558,0.220477,1374464000
12/7/00,0.257813,0.265625,0.25,0.25558,0.220477,408917600
12/8/00,0.264509,0.273438,0.257813,0.268973,0.23203,435624000
12/11/00,0.271205,0.274554,0.265625,0.271205,0.233956,332511200
12/12/00,0.272321,0.285714,0.267857,0.274554,0.236844,386260000
12/13/00,0.277902,0.277902,0.265625,0.267857,0.231067,344887200
12/14/00,0.268415,0.272321,0.257813,0.257813,0.222402,263317600
12/15/00,0.260045,0.262277,0.25,0.251116,0.216625,513945600
12/18/00,0.260045,0.261161,0.248884,0.254464,0.219514,325808000
12/19/00,0.256696,0.272321,0.25,0.25,0.215663,374007200
12/20/00,0.246094,0.261161,0.243304,0.256696,0.221439,565331200
12/21/00,0.254464,0.267857,0.247768,0.251116,0.216625,366844800
12/22/00,0.252232,0.267857,0.252232,0.267857,0.231067,318052000
12/26/00,0.265625,0.267857,0.254464,0.262277,0.226253,216815200
12/27/00,0.256138,0.264509,0.253348,0.264509,0.228179,325466400
12/28/00,0.256696,0.266741,0.25558,0.264509,0.228179,305177600
12/29/00,0.262277,0.267857,0.258929,0.265625,0.229142,630336000
1/2/01,0.265625,0.272321,0.260045,0.265625,0.229142,452312000
1/3/01,0.258929,0.297991,0.257813,0.292411,0.252248,817073600
1/4/01,0.32394,0.330357,0.300223,0.304688,0.262839,739396000
1/5/01,0.302455,0.310268,0.28683,0.292411,0.252248,412356000
1/8/01,0.302455,0.303292,0.284598,0.295759,0.255137,373699200
1/9/01,0.300223,0.315011,0.295759,0.30692,0.264764,588929600
1/10/01,0.297991,0.303571,0.28683,0.295759,0.255137,580781600
1/11/01,0.290179,0.330357,0.290179,0.321429,0.277281,803734400
1/12/01,0.319196,0.321429,0.304688,0.30692,0.264764,423376800
1/16/01,0.311384,0.325893,0.303571,0.305804,0.263802,306118400
1/17/01,0.313616,0.313616,0.294643,0.300223,0.258988,840873600
1/18/01,0.31808,0.334821,0.314732,0.333705,0.287871,1227010400
1/19/01,0.347098,0.34933,0.333705,0.348214,0.300387,776664000
1/22/01,0.340402,0.350446,0.329241,0.34375,0.296536,519327200
1/23/01,0.344866,0.373884,0.340402,0.366071,0.315792,879530400
1/24/01,0.368304,0.36942,0.34933,0.366071,0.315792,717091200
1/25/01,0.367188,0.367188,0.352679,0.356027,0.307127,489708800
1/26/01,0.348214,0.353795,0.340402,0.34933,0.30135,482820800
1/29/01,0.34933,0.388393,0.34933,0.387277,0.334085,855528800
1/30/01,0.385045,0.392857,0.372768,0.388393,0.335047,692423200
1/31/01,0.383929,0.401786,0.382813,0.386161,0.333122,730704800
2/1/01,0.36942,0.383929,0.366071,0.377232,0.32542,369695200
2/2/01,0.377232,0.391741,0.366071,0.368304,0.317717,427341600
2/5/01,0.366071,0.367188,0.352679,0.360491,0.310978,286115200
2/6/01,0.359933,0.381975,0.357143,0.377232,0.32542,462711200
2/7/01,0.368862,0.372768,0.353795,0.370536,0.319643,393887200
2/8/01,0.367188,0.376116,0.360491,0.370536,0.319643,604128000
2/9/01,0.366071,0.371652,0.333705,0.341518,0.294611,590083200
2/12/01,0.340402,0.357143,0.335938,0.351563,0.303276,274120000
2/13/01,0.356027,0.364955,0.339286,0.341518,0.294611,237070400
2/14/01,0.342634,0.350446,0.330357,0.348214,0.300387,309120000
2/15/01,0.351563,0.367188,0.351563,0.358259,0.309052,311416000
2/16/01,0.339286,0.348214,0.334821,0.339286,0.292685,263911200
2/20/01,0.342634,0.347098,0.324777,0.327009,0.282094,314893600
2/21/01,0.325893,0.356027,0.325893,0.337054,0.29076,390258400
2/22/01,0.340402,0.345982,0.321429,0.335938,0.289797,431961600
2/23/01,0.332589,0.337054,0.325893,0.335938,0.289797,293865600
2/26/01,0.340402,0.351563,0.331473,0.348214,0.300387,206438400
2/27/01,0.344308,0.347098,0.333705,0.345982,0.298462,348516000
2/28/01,0.345982,0.347098,0.323661,0.325893,0.281132,508233600
3/1/01,0.31808,0.334821,0.30692,0.334821,0.288834,330461600
3/2/01,0.327009,0.364955,0.325893,0.34375,0.296536,406201600
3/5/01,0.345982,0.366071,0.34375,0.363839,0.313866,324172800
3/6/01,0.369978,0.393973,0.36942,0.383929,0.331196,731802400
3/7/01,0.38058,0.386161,0.370536,0.379464,0.327345,419540800
3/8/01,0.36942,0.377232,0.364955,0.371652,0.320606,204859200
3/9/01,0.368304,0.36942,0.357143,0.361607,0.311941,299135200
3/12/01,0.351563,0.354911,0.323661,0.332589,0.286908,391020000
3/13/01,0.337054,0.34933,0.324777,0.34933,0.30135,443329600
3/14/01,0.330357,0.366071,0.329241,0.364955,0.314829,477775200
3/15/01,0.372768,0.381696,0.351563,0.351563,0.303276,529317600
3/16/01,0.339286,0.362723,0.337054,0.350446,0.302313,470316000
3/19/01,0.352679,0.368304,0.348214,0.367188,0.316755,356008800
3/20/01,0.369978,0.373884,0.351563,0.351563,0.303276,499206400
3/21/01,0.353237,0.372768,0.345982,0.359375,0.310015,371375200
3/22/01,0.363839,0.388393,0.360491,0.386161,0.333122,723301600
3/23/01,0.393973,0.420759,0.392857,0.410714,0.354303,944888000
3/26/01,0.413036,0.424107,0.377321,0.388929,0.33551,734451200
3/27/01,0.391786,0.411607,0.391071,0.408393,0.3523,543821600
3/28/01,0.394286,0.401786,0.383929,0.395893,0.341517,584662400
3/29/01,0.38875,0.41875,0.383929,0.402321,0.347063,613065600
3/30/01,0.402679,0.405714,0.381071,0.394107,0.339977,400349600
4/2/01,0.394464,0.404643,0.382143,0.385536,0.332583,340911200
4/3/01,0.381429,0.382143,0.359464,0.361429,0.311787,368687200
4/4/01,0.352857,0.361607,0.334821,0.348214,0.300387,685484800
4/5/01,0.367857,0.401786,0.357143,0.372679,0.321491,446762400
4/6/01,0.371429,0.375714,0.355357,0.367679,0.317178,324889600
4/9/01,0.369464,0.381071,0.358214,0.366786,0.316408,266582400
4/10/01,0.373214,0.405357,0.371071,0.393571,0.339515,457374400
4/11/01,0.410357,0.410714,0.38,0.389286,0.335818,334096000
4/12/01,0.3825,0.411071,0.377679,0.400357,0.345368,298933600
4/16/01,0.394464,0.4,0.3725,0.382857,0.330272,285224800
4/17/01,0.378571,0.37875,0.35,0.364286,0.314251,685199200
4/18/01,0.385179,0.43,0.376429,0.406964,0.351068,1100842400
4/19/01,0.45625,0.459821,0.421429,0.459286,0.396203,1873670400
4/20/01,0.445179,0.457679,0.439286,0.447143,0.385728,693403200
4/23/01,0.434643,0.446429,0.428571,0.433036,0.373559,541525600
4/24/01,0.434464,0.441964,0.419821,0.429107,0.37017,377137600
4/25/01,0.432321,0.443929,0.420893,0.441429,0.380799,330780800
4/26/01,0.449464,0.466071,0.440714,0.440893,0.380337,799696800
4/27/01,0.45,0.469464,0.441964,0.467857,0.403597,453012000
4/30/01,0.476786,0.484286,0.444107,0.455179,0.39266,494776800
5/1/01,0.45375,0.473214,0.45,0.463036,0.399438,427252000
5/2/01,0.470357,0.476786,0.46,0.474821,0.409605,368524800
5/3/01,0.46375,0.46875,0.441607,0.445714,0.384496,301543200
5/4/01,0.432857,0.461607,0.427857,0.459821,0.396665,281052800
5/7/01,0.4575,0.46,0.443571,0.445714,0.384496,276550400
5/8/01,0.452679,0.454464,0.427679,0.43875,0.378488,315436800
5/9/01,0.431071,0.438393,0.422679,0.428214,0.3694,324889600
5/10/01,0.432321,0.4375,0.409821,0.410714,0.354303,288976800
5/11/01,0.410893,0.419464,0.406429,0.408036,0.351992,203044800
5/14/01,0.40875,0.422857,0.40625,0.415893,0.35877,309220800
5/15/01,0.417321,0.455357,0.411429,0.413929,0.357076,237025600
5/16/01,0.415357,0.4375,0.408036,0.430357,0.371248,322330400
5/17/01,0.432679,0.434464,0.415179,0.420536,0.362776,332119200
5/18/01,0.417143,0.422143,0.412857,0.420179,0.362467,159051200
5/21/01,0.421964,0.426964,0.411607,0.420714,0.362929,460997600
5/22/01,0.428571,0.430893,0.417857,0.419643,0.362005,412916000
5/23/01,0.424107,0.424107,0.408214,0.414821,0.357846,281041600
5/24/01,0.415893,0.416071,0.403929,0.414286,0.357384,271756800
5/25/01,0.414286,0.415893,0.401786,0.406429,0.350606,158743200
5/29/01,0.398571,0.401786,0.371607,0.383393,0.330734,515989600
5/30/01,0.370714,0.370714,0.344643,0.353214,0.304701,777078400
5/31/01,0.353571,0.361429,0.348036,0.35625,0.307319,442892800
6/1/01,0.359464,0.376607,0.356786,0.373036,0.3218,456075200
6/4/01,0.376429,0.376964,0.365357,0.368929,0.318257,281920800
6/5/01,0.371429,0.376786,0.363393,0.373929,0.32257,471794400
6/6/01,0.37375,0.37375,0.363036,0.370179,0.319335,223176800
6/7/01,0.369821,0.3875,0.365179,0.386786,0.333661,325180800
6/8/01,0.386607,0.386607,0.369821,0.380714,0.328424,342624800
6/11/01,0.375893,0.37625,0.35625,0.357857,0.308706,294000000
6/12/01,0.353036,0.369464,0.352857,0.362679,0.312865,303794400
6/13/01,0.3825,0.388036,0.358214,0.365536,0.31533,511487200
6/14/01,0.357857,0.365179,0.353036,0.355,0.306241,297348800
6/15/01,0.358929,0.370536,0.345536,0.365,0.314868,454624800
6/18/01,0.364464,0.372321,0.357143,0.363036,0.313173,345912000
6/19/01,0.372321,0.382143,0.357321,0.360536,0.311016,321087200
6/20/01,0.357143,0.390179,0.356786,0.386964,0.333815,431620000
6/21/01,0.384821,0.410714,0.376786,0.401607,0.346447,341331200
6/22/01,0.401429,0.410714,0.388571,0.3975,0.342904,286025600
6/25/01,0.401786,0.428571,0.400893,0.428393,0.369553,439549600
6/26/01,0.416786,0.424464,0.410893,0.424107,0.365856,272781600
6/27/01,0.425536,0.428571,0.401786,0.416786,0.359541,374130400
6/28/01,0.411607,0.426964,0.409643,0.420357,0.362621,348409600
6/29/01,0.4225,0.448214,0.414286,0.415179,0.358154,515390400
7/2/01,0.422143,0.432679,0.413214,0.426786,0.368167,230048000
7/3/01,0.419821,0.431786,0.419643,0.425714,0.367243,112543200
7/5/01,0.421429,0.424464,0.410893,0.414107,0.35723,152292000
7/6/01,0.406429,0.41,0.387857,0.393393,0.339361,302920800
7/9/01,0.394464,0.410714,0.387143,0.405357,0.349682,337467200
7/10/01,0.409821,0.411964,0.372143,0.3775,0.325651,395270400
7/11/01,0.375536,0.402679,0.375,0.4025,0.347217,470506400
7/12/01,0.416071,0.443036,0.416071,0.435,0.375253,614801600
7/13/01,0.430893,0.446607,0.425714,0.44375,0.382801,454742400
7/16/01,0.444286,0.448214,0.426964,0.427857,0.369091,278667200
7/17/01,0.428214,0.450357,0.410893,0.448214,0.386652,647830400
7/18/01,0.388929,0.406786,0.364643,0.37125,0.320259,1137012800
7/19/01,0.379107,0.3825,0.352679,0.356429,0.307473,861140000
7/20/01,0.351786,0.358214,0.348036,0.356786,0.307782,444584000
7/23/01,0.35875,0.366071,0.348393,0.348929,0.301004,241360000
7/24/01,0.34625,0.355714,0.334464,0.340893,0.294072,348376000
7/25/01,0.341429,0.344643,0.320893,0.329821,0.284521,443878400
7/26/01,0.33,0.335714,0.31875,0.331964,0.286369,369140800
7/27/01,0.334821,0.34375,0.330357,0.338571,0.292069,334135200
7/30/01,0.341429,0.345714,0.330536,0.338036,0.291607,243359200
7/31/01,0.344107,0.346786,0.330536,0.335536,0.28945,235026400
8/1/01,0.339464,0.353214,0.338393,0.340357,0.293609,304136000
8/2/01,0.350893,0.354821,0.343929,0.353929,0.305317,252089600
8/3/01,0.355179,0.355357,0.339286,0.348214,0.300387,186054400
8/6/01,0.34,0.351071,0.339286,0.341607,0.294688,99652000
8/7/01,0.345179,0.35125,0.338929,0.34375,0.296536,168548800
8/8/01,0.343929,0.351786,0.331071,0.3375,0.291145,276169600
8/9/01,0.338571,0.341964,0.334286,0.340179,0.293455,200664800
8/10/01,0.34,0.345,0.331964,0.339643,0.292993,186961600
8/13/01,0.341071,0.345179,0.335,0.340893,0.294072,147996800
8/14/01,0.342857,0.345714,0.333393,0.334464,0.288526,228950400
8/15/01,0.335,0.338214,0.325,0.329286,0.284059,289279200
